Trial Number	Score	Moogles Eaten	Time Taken	Data Location
0	6108	75	342.86569595336914	B10CA30MP3SL1000NAV6thinkeverydata0
1	8089	99	580.1897723674774	B10CA30MP3SL1000NAV6thinkeverydata1
2	5969	79	419.65973711013794	B10CA30MP3SL1000NAV6thinkeverydata2
